date,open,high,low,close,volume,adjclose
2020-09-11,19450,19850,18700,18700,2416747,18700
2020-09-10,19400,19950,18900,19700,4324876,19700
2020-09-09,18900,20400,18400,19350,8746951,19350
2020-09-08,20150,20950,18300,18600,8363994,18600
2020-09-04,15050,17350,15050,16950,6741853,16950
2020-09-03,15850,16150,15600,15950,2993962,15950
2020-09-02,14950,16400,14850,15550,4896290,15550
2020-09-01,14700,15250,14600,14800,1427694,14800
2020-08-31,14400,15150,14300,14650,1395629,14650
2020-08-28,14800,15200,14350,14450,1380988,14450
2020-08-27,15250,15350,14350,14450,1620823,14450
2020-08-26,14500,15300,14300,15100,2124913,15100
2020-08-25,14600,14700,14150,14450,1394419,14450
2020-08-24,14000,14500,13600,14250,1317148,14250
2020-08-21,14450,14500,13600,13950,1962866,13950
2020-08-20,15400,15900,13900,14200,3276606,14200
2020-08-19,14350,15650,14350,15200,2717058,15200
2020-08-18,15050,15650,14150,14350,2225455,14350
2020-08-17,15050,15050,15050,15050,0,15050
2020-08-14,15850,16000,14700,15050,2461115,15050
2020-08-13,16500,16700,15850,15850,1747087,15850
2020-08-12,16050,16600,15600,16250,1820109,16250
2020-08-11,16500,16950,16000,16150,1812162,16150
2020-08-10,16600,16800,15850,16550,2056450,16550
2020-08-07,16350,16900,16150,16650,1857582,16650
2020-08-06,17650,17700,16300,16350,3418941,16350
2020-08-05,17000,17700,16900,17450,2729548,17450
2020-08-04,17400,17500,16800,17150,2250411,17150
2020-08-03,16700,17850,16150,17050,4415431,17050
