Date,Open,High,Low,Close,Volume,Adj Close
2018-08-17,3905,3985,3890,3925,14515,3925
2018-08-16,3885,3920,3780,3920,14225,3920
2018-08-14,3895,3920,3835,3920,19086,3920
2018-08-13,3990,3995,3820,3895,37882,3895
2018-08-10,4065,4065,3970,3990,20701,3990
2018-08-09,4070,4070,4030,4065,6889,4065
2018-08-08,4070,4080,3850,4060,16755,4060
2018-08-07,4020,4070,4020,4065,8464,4065
2018-08-06,4060,4100,4020,4065,26407,4065
2018-08-03,4030,4060,4010,4060,20642,4060
2018-08-02,3985,4045,3975,4015,16353,4015
2018-08-01,4030,4030,3970,4005,13943,4005
2018-07-31,4045,4045,3970,4010,4632,4010
2018-07-30,3990,4020,3965,4010,25379,4010
2018-07-27,3980,3995,3910,3970,8896,3970
2018-07-26,3790,3990,3790,3940,28903,3940
2018-07-25,3840,3860,3730,3815,36392,3815
2018-07-24,3805,3895,3800,3840,16633,3840
2018-07-23,3900,3965,3810,3810,24579,3810
2018-07-20,3970,4000,3860,3940,28137,3940
2018-07-19,4000,4000,3880,3970,24681,3970
2018-07-18,4020,4050,3995,4000,20791,4000
2018-07-17,4015,4045,3955,4005,13322,4005
2018-07-16,4045,4090,3980,4015,10517,4015
2018-07-13,3990,4135,3955,4005,42458,4005
2018-07-12,3900,4025,3890,3990,20730,3990
2018-07-11,4020,4060,3890,3895,46166,3895
2018-07-10,4045,4085,4000,4020,18333,4020
2018-07-09,4115,4115,4015,4045,12898,4045
2018-07-06,3995,4095,3965,4060,16751,4060
