date,open,high,low,close,volume,adjclose
2020-09-17,1845,1850,1720,1730,1341889,1730
2020-09-16,1870,2170,1755,1810,19941091,1810
2020-09-15,1760,1860,1655,1705,6521440,1705
2020-09-14,1800,1925,1680,1740,9975002,1740
2020-09-11,1630,1755,1565,1755,24325342,1755
2020-09-10,1320,1435,1305,1350,601942,1350
2020-09-09,1330,1340,1300,1310,138779,1310
2020-09-08,1375,1375,1330,1330,189873,1330
2020-09-04,1300,1370,1300,1320,214969,1320
2020-09-03,1340,1385,1315,1365,158952,1365
2020-09-02,1340,1415,1305,1365,365085,1365
2020-09-01,1405,1405,1310,1330,430043,1330
2020-08-31,1345,1490,1310,1420,2125224,1420
2020-08-28,1265,1350,1240,1315,559860,1315
2020-08-27,1245,1290,1205,1240,149235,1240
2020-08-26,1190,1310,1155,1230,506654,1230
2020-08-25,1185,1195,1160,1190,31268,1190
2020-08-24,1170,1185,1145,1185,25494,1185
2020-08-21,1100,1205,1090,1170,114416,1170
2020-08-20,1190,1190,1080,1110,97953,1110
2020-08-19,1150,1200,1150,1180,70697,1180
2020-08-18,1250,1260,1170,1170,144216,1170
2020-08-17,1250,1250,1250,1250,0,1250
2020-08-14,1280,1295,1245,1250,94240,1250
2020-08-13,1275,1315,1265,1280,123310,1280
2020-08-12,1260,1280,1240,1270,142770,1270
2020-08-11,1285,1300,1260,1275,67330,1275
2020-08-10,1290,1315,1280,1285,162716,1285
2020-08-07,1290,1345,1255,1345,467430,1345
2020-08-06,1275,1330,1245,1300,183550,1300
