Date,Open,High,Low,Close,Volume,Adj Close
2019-01-09,3100,3160,3050,3080,2194406,3080
2018-01-31,1890,1905,1850,1890,107661,1890
2018-01-30,1920,1920,1865,1900,141284,1900
2018-01-29,1885,1930,1870,1915,213713,1915
2018-01-26,1870,1905,1870,1880,244058,1880
2018-01-25,1790,1890,1785,1860,414806,1860
2018-01-24,1740,1790,1730,1790,107472,1790
2018-01-23,1735,1750,1720,1740,85941,1740
2018-01-22,1745,1755,1730,1735,63862,1735
2018-01-19,1785,1785,1720,1740,128461,1740
2018-01-18,1755,1775,1720,1770,98190,1770
2018-01-17,1745,1755,1730,1755,60143,1755
2018-01-16,1780,1780,1720,1750,84124,1750
2018-01-15,1790,1795,1760,1780,58227,1780
2018-01-12,1755,1805,1735,1785,131798,1785
2018-01-11,1770,1785,1735,1755,58490,1755
2018-01-10,1780,1785,1730,1770,70727,1770
2018-01-09,1770,1795,1750,1780,55030,1780
