date,open,high,low,close,volume,adjclose
2020-09-18,31700,32100,30550,31300,1410703,31300
2020-09-17,32900,32950,31550,31900,1425373,31900
2020-09-16,34100,34200,32900,32900,1677859,32900
2020-09-15,33200,35300,33150,34450,5427333,34450
2020-09-14,32150,32750,31500,32500,1004898,32500
2020-09-11,32300,32550,31650,31950,707334,31950
2020-09-10,32250,32650,31600,32650,844157,32650
2020-09-09,31500,32150,31350,31600,1088073,31600
2020-09-08,32850,33300,31900,32300,990524,32300
2020-09-04,32500,33500,32500,33200,1681561,33200
2020-09-03,34300,35150,33900,34300,1902025,34300
2020-09-02,33650,34500,33400,33500,1471216,33500
2020-09-01,33050,33550,32350,33250,1210245,33250
2020-08-31,34150,34500,32250,33200,1716802,33200
2020-08-28,34700,35200,33550,33900,1693013,33900
2020-08-27,35100,36500,34700,34700,2247421,34700
2020-08-26,37500,37500,34950,35550,5574044,35550
2020-08-25,34500,34600,33300,34350,1637272,34350
2020-08-24,33750,34750,33000,34000,1871543,34000
2020-08-21,31650,35300,31600,34200,5573540,34200
2020-08-20,33150,33500,30900,31350,2179713,31350
2020-08-19,32700,34100,31750,33200,3045563,33200
2020-08-18,33600,34250,30300,31300,3135293,31300
2020-08-17,34200,34200,34200,34200,0,34200
2020-08-14,34500,35400,33000,34200,3093183,34200
2020-08-13,36000,36400,33400,33600,2361208,33600
2020-08-12,36700,36700,34350,35250,2149681,35250
2020-08-11,37850,38850,36100,36700,2225030,36700
2020-08-10,38000,38800,36750,37700,1554910,37700
2020-08-07,37400,38400,36150,37650,2105933,37650
