Date,open,high,low,close,volume,adjclose
2018-08-07,34500,34600,33750,34150,85263,34150
2018-08-06,34300,34700,34250,34550,60618,34550
2018-08-03,34500,34650,34100,34300,63886,34300
2018-08-02,34700,35500,34100,34300,117465,34300
2018-08-01,34800,35100,34550,34850,50562,34850
2018-07-31,34400,35150,34250,34750,81412,34750
2018-07-30,34600,34950,34200,34400,62935,34400
2018-07-27,34300,34600,33900,34500,65934,34500
2018-07-26,35050,35050,33950,34150,104192,34150
2018-07-25,35000,35450,33950,34600,91418,34600
2018-07-24,34950,35200,34450,35100,69162,35100
2018-07-23,34950,36100,34100,34450,113437,34450
2018-07-20,33600,35000,33600,34900,138535,34900
2018-07-19,35150,35900,33550,33850,226103,33850
2018-07-18,36750,36750,35050,35150,151125,35150
2018-07-17,35250,36850,35250,36450,143188,36450
2018-07-16,35750,35850,35000,35100,223274,35100
2018-07-13,36900,37850,35450,35750,348732,35750
2018-07-12,37050,37350,36400,36550,152459,36550
2018-07-11,37700,37700,36850,36900,123282,36900
2018-07-10,37800,38450,37800,38050,51371,38050
2018-07-09,37900,38800,37600,38200,127168,38200
2018-07-06,37000,37600,36650,37500,74171,37500
2018-07-05,37300,37850,36200,37000,146734,37000
2018-07-04,37700,38300,37050,37200,160908,37200
2018-07-03,37750,38700,37000,38000,178946,38000
2018-07-02,40050,40600,37850,38150,186154,38150
2018-06-29,41650,41900,39700,40050,243354,40050
2018-06-28,42050,42750,41350,41650,193008,41650
2018-06-27,43750,43750,41600,42050,177156,42050
