,Open,High,Low,Close,Volume,Adj Close
2018-01-01,2920,2920,2920,2920,0,2920
2018-01-02,2945,2945,2900,2925,15809,2925
2018-01-03,2930,2935,2840,2875,29362,2875
2018-01-04,2875,2890,2850,2860,17625,2860
2018-01-05,2835,2860,2835,2850,21103,2850
2018-01-08,2850,2870,2805,2830,30726,2830
2018-01-09,2830,2840,2780,2780,33530,2780
2018-01-10,2780,2815,2780,2800,26697,2800
2018-01-11,2825,2845,2800,2800,17529,2800
2018-01-12,2810,2840,2780,2830,17808,2830
2018-01-15,2810,2845,2810,2825,16911,2825
2018-01-16,2825,2840,2820,2825,13388,2825
2018-01-17,2830,2835,2815,2820,13613,2820
2018-01-18,2845,2845,2815,2825,12245,2825
2018-01-19,2830,2830,2805,2820,27842,2820
2018-01-22,2805,2825,2805,2815,13946,2815
2018-01-23,2815,2825,2795,2810,29586,2810
2018-01-24,2810,2900,2780,2865,54312,2865
2018-01-25,2870,2920,2860,2910,24837,2910
2018-01-26,2920,2960,2900,2920,26529,2920
2018-01-29,2900,2970,2900,2945,57019,2945
2018-01-30,2970,2970,2915,2945,14704,2945
2018-01-31,2955,2955,2910,2940,28102,2940
2018-02-01,2915,2960,2900,2950,39486,2950
2018-02-02,3050,3835,3020,3165,4052295,3165
2018-02-05,3165,3170,3005,3055,352922,3055
2018-02-06,2915,2985,2900,2915,206158,2915
2018-02-07,2935,3160,2930,3000,463988,3000
2018-02-08,3050,3050,2950,2975,106588,2975
2018-02-09,2950,2970,2910,2950,78619,2950
2018-02-12,2990,3000,2860,2865,124866,2865
2018-02-13,2965,3070,2860,2865,134915,2865
2018-02-14,2915,2920,2850,2875,38872,2875
2018-02-19,2910,2960,2880,2895,73485,2895
2018-02-20,2890,3175,2890,3115,483829,3115
2018-02-21,3110,3215,3050,3200,255409,3200
2018-02-22,3225,3260,3190,3215,256212,3215
2018-02-23,3225,3290,3180,3195,144843,3195
2018-02-26,3225,3225,3150,3150,88765,3150
2018-02-27,3155,3200,3075,3095,95662,3095
2018-02-28,3110,3120,3060,3120,28471,3120
2018-03-02,3110,3115,3045,3090,49573,3090
2018-03-05,3145,3165,3090,3120,104963,3120
2018-03-06,3080,3245,3065,3185,125669,3185
2018-03-07,3230,3230,3130,3150,75054,3150
2018-03-08,3185,3185,3115,3135,57255,3135
2018-03-09,3155,3360,3135,3320,206616,3320
2018-03-12,3350,3350,3245,3290,149843,3290
2018-03-13,3260,3330,3245,3270,81213,3270
