Date,Open,High,Low,Close,Volume,Adj Close
2018-12-07,2020,2020,2010,2010,207915,2010
2018-12-10,2010,2015,2010,2015,1559,2015
2018-12-11,2015,2015,2010,2010,30944,2010
2018-12-12,2010,2015,2005,2005,43662,2005
2018-12-13,2000,2010,2000,2010,824,2010
2018-12-14,2005,2005,2005,2005,76,2005
2018-12-17,2010,2010,2005,2010,5516,2010
2018-12-18,2010,2010,2005,2005,20793,2005
2018-12-19,2005,2010,2005,2005,13414,2005
2018-12-20,2005,2005,2005,2005,19,2005
2018-12-21,2000,2010,2000,2000,7257,2000
2018-12-24,2010,2025,2000,2025,79757,2025
2018-12-26,2015,2030,2015,2020,22513,2020
2018-12-27,2010,2010,2010,2010,1065,2010
2018-12-28,2010,2010,2010,2010,40,2010
2019-01-02,2010,2010,2010,2010,4,2010
