,Open,High,Low,Close,Volume,Adj Close
2018-01-02,10200,10500,10150,10350,206590,10350
2018-01-03,10400,10950,10350,10550,353965,10550
2018-01-04,10600,10700,10350,10600,185920,10600
2018-01-05,10600,10750,10400,10400,160424,10400
2018-01-08,10500,10550,10300,10450,204033,10450
2018-01-09,10450,10550,10200,10350,202688,10350
2018-01-10,10350,11350,10300,10950,649725,10950
2018-01-11,11000,11300,10750,10950,393935,10950
2018-01-12,11000,11300,10900,11000,266080,11000
2018-01-15,11300,11400,10900,11100,326551,11100
2018-01-16,11050,12500,11050,12500,1165843,12500
2018-01-17,12500,12700,11950,12400,549699,12400
2018-01-18,12350,12600,12000,12250,478573,12250
2018-01-19,12200,13000,12100,12800,823101,12800
2018-01-22,12650,12650,11650,11800,762291,11800
2018-01-23,11800,12150,11750,11800,344340,11800
2018-01-24,11750,12200,11500,11750,389345,11750
2018-01-25,11800,11900,11550,11700,232580,11700
2018-01-26,11750,11800,11600,11750,149055,11750
2018-01-29,11900,12050,11700,12000,298507,12000
2018-01-30,12000,12350,11550,11650,749800,11650
2018-01-31,11650,11650,11000,11350,449990,11350
2018-02-01,11250,11550,11150,11400,200488,11400
2018-02-02,11450,11500,11050,11200,196604,11200
2018-02-05,10850,11100,10700,10800,194500,10800
2018-02-06,10300,10750,10050,10700,405291,10700
2018-02-07,10800,10850,10300,10300,169192,10300
2018-02-08,10350,10700,10350,10650,106686,10650
2018-02-09,10350,10900,10250,10900,142016,10900
2018-02-12,10350,10900,10250,10800,138663,10800
2018-02-13,10800,11400,10700,11200,246031,11200
2018-02-14,11250,11350,11050,11250,113248,11250
2018-02-19,11250,11400,11150,11300,142594,11300
2018-02-20,11250,11700,11100,11150,268378,11150
2018-02-21,11150,11450,11150,11400,167181,11400
2018-02-22,11350,11700,11300,11400,185967,11400
2018-02-23,11500,11550,11250,11450,218822,11450
2018-02-26,11450,11650,11250,11400,289125,11400
2018-02-27,11500,11500,11100,11100,161719,11100
2018-02-28,11000,11100,10850,10850,192095,10850
2018-03-02,10600,11000,10600,10950,85514,10950
2018-03-05,11050,11050,10350,10500,260318,10500
2018-03-06,10400,10550,10350,10550,173985,10550
2018-03-08,10100,10250,10000,10100,203992,10100
2018-03-09,10200,10600,10000,10300,157825,10300
2018-03-12,10400,10600,10300,10400,131027,10400
2018-03-13,10400,10500,10200,10500,107413,10500
2018-03-14,10400,10850,10300,10800,157070,10800
2018-03-15,10800,10800,10300,10500,168255,10500
2018-03-16,10450,10650,10350,10500,124627,10500
2018-03-19,10400,10550,10300,10450,141219,10450
2018-03-20,10200,10350,10150,10200,182088,10200
2018-03-21,10200,10350,10050,10100,281980,10100
2018-03-22,9970,10100,8820,9400,1674973,9400
2018-03-23,8450,8980,6580,6580,4438612,6580
2018-03-26,6100,7720,6090,7060,3001801,7060
2018-03-27,6960,7320,6510,6720,1166412,6720
2018-03-28,6630,7330,6630,7180,868197,7180
2018-09-20,7170,9290,7170,8660,3173819,8660
2018-09-21,8300,8770,8300,8610,549962,8610
2018-09-27,8610,9130,8500,8610,426729,8610
2018-09-28,8670,8780,8300,8400,311338,8400
2018-10-01,8410,8490,7790,7860,285594,7860
2018-10-02,7850,7980,7530,7710,216027,7710
2018-10-04,7640,7790,7300,7500,178851,7500
2018-10-05,7500,7740,7380,7390,124512,7390
2018-10-08,7410,7410,6900,7000,165767,7000
2018-10-10,7090,7090,6400,6490,204489,6490
2018-10-11,6310,6440,6010,6200,199663,6200
2018-10-12,6170,7250,6100,6830,280662,6830
2018-10-15,7220,7980,7100,7540,518101,7540
2018-10-16,7530,7790,7450,7650,101061,7650
2018-10-17,7800,7900,7580,7660,81875,7660
2018-10-18,7660,7740,7530,7700,60668,7700
2018-10-19,7680,7950,7590,7910,103625,7910
2018-10-22,7910,7990,7750,7890,51095,7890
2018-10-23,7930,8010,7450,7450,95730,7450
2018-10-24,7600,7670,7140,7280,106594,7280
2018-10-25,7190,7190,6830,7000,74676,7000
2018-10-26,7200,7260,6900,7070,89789,7070
2018-10-29,7010,7360,6720,6810,151134,6810
2018-10-30,6820,7030,6600,7000,78131,7000
2018-10-31,7020,7720,7020,7400,143676,7400
2018-11-01,7450,7650,7220,7390,80832,7390
2018-11-02,7480,7480,7270,7420,97820,7420
2018-11-05,7430,7670,7400,7650,89746,7650
2018-11-06,7650,7760,7450,7600,57333,7600
2018-11-07,7550,7590,7170,7250,85357,7250
2018-11-08,7390,7750,7390,7700,105857,7700
2018-11-09,7810,8240,7640,7720,100215,7720
2018-11-12,7730,7900,7610,7610,75251,7610
2018-11-13,7700,7700,7460,7610,46030,7610
2018-11-14,7700,7700,7470,7540,39484,7540
2018-11-15,7690,7810,7540,7610,61925,7610
2018-11-16,7700,7700,7480,7480,78693,7480
2018-11-19,7510,7540,7390,7420,89634,7420
2018-11-20,7390,7390,7220,7330,44214,7330
2018-11-21,7200,7400,7110,7300,37476,7300
2018-11-22,7380,7400,7210,7210,48606,7210
2018-11-23,7210,7300,7120,7230,58102,7230
2018-11-26,7200,7350,7000,7150,44825,7150
2018-11-27,7190,7270,7160,7250,20961,7250
2018-11-28,7240,7820,7200,7510,114649,7510
2018-11-29,7520,7520,7200,7320,76344,7320
2018-11-30,7290,7360,7140,7160,49984,7160
2018-12-03,7160,7250,6950,7160,105472,7160
2018-12-04,7150,7200,7000,7070,44690,7070
2018-12-05,6920,7090,6920,6960,39370,6960
2018-12-06,7000,7000,6780,6830,52140,6830
2018-12-07,6940,7240,6940,7040,65512,7040
2018-12-10,7150,7150,6900,7000,19813,7000
2018-12-11,6920,7090,6900,6920,27226,6920
2018-12-12,6920,7000,6710,6920,19313,6920
2018-12-13,7000,7130,6920,7090,25701,7090
2018-12-14,7000,7190,6880,6880,47978,6880
2018-12-17,6800,6980,6600,6700,36115,6700
2018-12-18,6730,6780,6680,6680,36427,6680
2018-12-19,6750,6750,6650,6700,26984,6700
2018-12-20,6500,6680,6500,6670,38370,6670
2018-12-21,6900,6960,6600,6640,50051,6640
2018-12-24,6730,6730,6580,6580,505598,6580
2018-12-26,6650,6650,6350,6360,67076,6360
2018-12-27,6360,6550,6310,6550,26217,6550
2018-12-28,6550,6790,6510,6570,44435,6570
2019-01-02,6600,7000,6600,6840,39088,6840
2019-01-03,6810,7120,6810,7070,58395,7070
2019-01-04,7070,7270,6960,7260,57223,7260
2019-01-07,7300,7390,7050,7160,71020,7160
2019-01-08,7160,7400,7070,7380,95497,7380
2019-01-09,7320,7720,7320,7640,138562,7640
