Date,Open,High,Low,Close,Volume,Adj_Close
2018-09-28,13950,14100,13750,14000,94680,0
2018-10-01,14100,14200,13850,14100,60490,0
2018-10-02,14000,14350,14000,14050,67028,0
2018-10-04,14100,14300,14100,14150,41959,0
2018-10-05,14150,14200,13850,14200,45355,0
2018-10-08,14300,14500,13600,14350,58693,0
2018-10-10,14300,14450,14100,14150,47324,0
2018-10-11,13700,14100,13550,13550,104570,0
2018-10-12,13550,13900,13500,13750,64503,0
2018-10-15,13850,13900,13450,13500,44189,0
2018-10-16,13500,13800,13500,13800,43897,0
2018-10-17,13750,14000,13700,13750,39293,0
2018-10-18,13800,13950,13650,13850,43951,0
2018-10-19,13750,13800,13400,13800,103428,0
2018-10-22,13700,13900,13600,13900,38324,0
2018-10-23,13800,13850,13550,13700,91374,0
2018-10-24,13900,13900,13350,13550,32340,0
2018-10-25,13300,13450,13000,13100,41810,0
2018-10-26,13200,13200,12800,12900,69030,0
2018-10-29,12750,13050,12650,12850,32421,0
2018-10-30,12450,12700,11950,11950,168315,0
2018-10-31,12050,12400,11950,12400,36012,0
2018-11-01,12300,12500,11750,11950,172054,0
2018-11-02,11900,12000,11750,11850,104977,0
2018-11-05,11850,11850,11200,11250,196872,0
2018-11-06,11300,11500,11100,11250,113634,0
2018-11-07,11250,11500,11150,11250,109762,0
2018-11-08,11350,11400,11150,11250,137808,0
2018-11-09,11300,11450,11200,11350,87600,0
2018-11-12,11350,11400,11200,11200,83806,0
2018-11-13,11100,11100,10600,10700,218003,0
2018-11-14,10650,11100,10650,11000,68639,0
2018-11-15,11050,11300,10950,11200,25525,0
2018-11-16,11200,11350,11150,11350,22672,0
2018-11-19,11300,11350,11250,11350,24781,0
2018-11-20,11200,11400,11100,11300,39069,0
2018-11-21,11250,11350,11050,11350,30460,0
2018-11-22,11350,11400,11150,11300,25324,0
2018-11-23,11200,11250,11050,11150,14806,0
2018-11-26,11000,11100,10800,11000,50119,0
2018-11-27,10950,11050,10900,11000,52594,0
2018-11-28,11000,11100,10900,11000,75717,0
2018-11-29,11100,11300,11100,11100,80221,0
2018-11-30,11200,11500,11150,11450,74315,0
2018-12-03,11450,11700,11300,11650,77186,0
2018-12-04,11600,11700,11450,11550,41992,0
2018-12-05,11400,11650,11300,11650,47104,0
2018-12-06,11600,11650,11400,11400,33392,0
2018-12-07,11400,11500,11250,11250,53964,0
2018-12-10,11200,11350,11050,11150,44973,0
2018-12-11,11100,11250,11050,11150,36738,0
2018-12-12,11150,11450,11100,11400,39594,0
2018-12-13,11350,11450,11100,11100,51434,0
2018-12-14,11150,11650,11150,11650,61038,0
2018-12-17,11550,11800,11400,11800,61888,0
2018-12-18,11800,11800,11650,11800,42358,0
2018-12-19,11800,11850,11600,11800,40200,0
2018-12-20,11800,11850,11600,11700,44486,11700
2018-12-21,11700,11750,11300,11300,71841,11300
2018-12-24,11400,11700,11350,11600,26105,11600
2018-12-26,11600,11750,11400,11650,42984,11650
2018-12-27,11650,11700,11350,11450,16341,11450
2018-12-28,11500,11600,11400,11500,12114,11500
2019-01-02,11450,11650,11450,11600,44520,11600
2019-01-03,11700,11800,11500,11600,40574,11600
2019-01-04,11600,11800,11400,11700,26997,11700
2019-01-07,11700,11750,11550,11600,28024,11600
2019-01-08,11550,11650,11350,11500,20756,11500
2019-01-09,11450,11650,11400,11600,23047,11600
2019-01-10,11550,11650,11450,11500,20027,11500
2019-01-11,11600,11650,11400,11500,22744,11500
2019-01-14,11400,11500,11300,11450,32844,11450
2019-01-15,11450,11600,11400,11450,36495,11450
2019-01-16,11500,11550,11300,11350,51962,11350
2019-01-17,11400,11550,11350,11400,20924,11400
2019-01-18,11450,11600,11450,11500,34489,11500
2019-01-21,11500,11550,11300,11400,38479,11400
2019-01-22,11450,11600,11400,11400,50608,11400
2019-01-23,11450,11700,11400,11650,68897,11650
2019-01-24,11650,11700,11350,11400,77678,11400
2019-01-25,11450,11450,11100,11300,89457,11300
2019-01-28,11400,11400,11150,11400,47279,11400
2019-01-29,11400,11400,11150,11300,31175,11300
2019-01-30,11200,11400,11200,11200,77948,11200
2019-01-31,11250,11300,11200,11300,37603,11300
2019-02-01,11300,11400,11200,11350,36560,11350
2019-02-07,11400,11400,11250,11300,30175,0
2019-02-08,11250,11500,11250,11500,49737,0
2019-02-11,11450,11550,11350,11500,66452,0
2019-02-12,11500,11750,11450,11650,57344,0
2019-02-13,11600,11750,11550,11700,40690,0
2019-02-14,11750,11750,11500,11650,38161,0
2019-02-15,11600,11650,11400,11400,19608,0
2019-02-18,11400,11550,11300,11350,44887,0
2019-02-19,11400,11600,11350,11450,131996,0
2019-02-20,11400,11600,11400,11450,113597,0
2019-02-21,11450,11700,11450,11600,59773,0
2019-02-22,11650,11750,11450,11650,57582,0
2019-02-25,11600,11750,11450,11500,78335,0
2019-02-26,11500,11650,11400,11500,106399,0
2019-02-27,11500,12250,11500,11800,227723,0
2019-02-28,11850,12050,11700,11850,128647,0
2019-03-04,11800,12300,11750,12250,135550,0
2019-03-05,12250,12400,12000,12250,78001,0
2019-03-06,12300,12300,11950,12200,37868,0
2019-03-07,12150,12300,12050,12200,32226,0
2019-03-08,12350,12650,12000,12050,139087,0
2019-03-11,12100,12250,11950,12200,52076,0
2019-03-12,12200,12250,12050,12150,49779,0
2019-03-13,12200,12450,12000,12400,82607,0
2019-03-14,12450,12750,12450,12700,88866,0
2019-03-15,12700,12750,12450,12450,41600,0
2019-03-18,12500,12500,11950,12050,118737,0
2019-03-19,12050,12200,11950,11950,34600,0
2019-03-20,12100,12250,12000,12100,67907,0
2019-03-21,12150,12200,11850,11900,47202,0
2019-03-22,11850,12050,11650,12000,53810,0
2019-03-25,11950,11950,11600,11650,33017,0
2019-03-26,11650,11800,11650,11700,20755,0
2019-03-27,11700,11700,11550,11650,20635,0
2019-03-28,11600,12000,11500,11800,54156,0
2019-03-29,11800,11900,11650,11800,24037,11800
2019-04-01,11900,12100,11750,12000,32788,12000
2019-04-02,12000,12050,11800,12000,29496,12000
2019-04-03,11900,12000,11800,11850,35059,11850
2019-04-04,11800,11950,11700,11800,36400,11800
2019-04-05,11850,11950,11750,11800,30233,11800
2019-04-08,11900,12000,11850,11950,21947,11950
2019-04-09,11950,12050,11900,11950,29503,11950
2019-04-10,11900,12050,11900,11950,54347,11950
2019-04-11,12000,12250,11950,12250,93536,12250
2019-04-12,12250,12250,11950,12000,51769,12000
2019-04-15,12050,12200,11950,12050,54594,12050
2019-04-16,12000,12100,11900,12100,34372,12100
2019-04-17,12100,12150,11900,12000,22976,12000
2019-04-18,12050,12050,11800,11800,41309,11800
2019-04-19,11850,11900,11550,11600,100073,11600
2019-04-22,11700,11800,11650,11650,31676,11650
2019-04-23,11700,11800,11600,11700,17891,11700
2019-04-24,11800,11900,11650,11700,30606,11700
2019-04-25,11800,11950,11650,11900,28956,11900
2019-04-26,11850,11900,11650,11700,28021,11700
2019-04-29,11750,11850,11600,11750,29106,11750
2019-04-30,11750,12050,11700,11800,32953,11800
2019-05-02,11850,11900,11750,11850,33085,11850
2019-05-03,11950,11950,11800,11850,46023,11850
2019-05-07,11800,12200,11750,11950,138788,11950
2019-05-08,11950,11950,11750,11800,62355,11800
2019-05-09,11850,11950,11700,11850,72933,11850
2019-05-10,11750,11900,11650,11750,43973,11750
2019-05-13,11650,11800,11650,11700,44377,11700
2019-05-14,11600,11850,11550,11850,42931,11850
2019-05-15,11800,11900,11650,11750,50641,11750
2019-05-16,0,0,0,0,0,0
2019-05-17,11800,11850,11450,11600,90495,11600
2019-05-20,11500,11600,11250,11450,31635,11450
2019-05-21,11500,11500,11250,11350,22866,11350
2019-05-22,11300,11350,11050,11200,53047,11200
2019-05-23,11100,11200,10950,10950,30176,10950
2019-05-24,10950,11050,10800,10900,17362,10900
2019-05-27,10950,10950,10850,10900,11691,10900
2019-05-28,10900,11000,10550,10550,88844,10550
2019-05-29,10600,10650,10150,10400,90248,10400
2019-05-30,10400,10450,10250,10400,17552,10400
2019-05-31,10350,10450,10300,10350,24053,10350
2019-06-03,10350,10450,10250,10400,27470,10400
2019-06-04,10400,10450,10300,10300,24488,10300
2019-06-05,10400,10550,10350,10400,22976,10400
2019-06-07,10450,10750,10450,10650,46011,10650
2019-06-10,10750,10800,10600,10700,17522,10700
2019-06-11,10750,11000,10650,10950,46991,10950
2019-06-12,10850,10950,10650,10850,37987,10850
2019-06-13,10750,11000,10700,11000,33849,11000
2019-06-14,10900,10950,10650,10700,60788,10700
2019-06-17,10700,10800,10400,10400,87975,10400
2019-06-18,10400,10700,10400,10650,44991,10650
2019-06-19,10650,10750,10600,10750,31261,10750
2019-06-20,10750,10850,10600,10800,26545,10800
2019-06-21,10800,10800,10650,10700,12776,10700
2019-06-24,10750,10750,10600,10700,26102,10700
2019-06-25,10750,10850,10650,10700,27740,10700
2019-06-26,10700,10700,10550,10650,19140,10650
2019-06-27,10700,10750,10600,10700,18787,10700
2019-06-28,10700,10700,10500,10550,19036,10550
2019-07-01,10600,10700,10550,10700,12808,10700
2019-07-02,10700,10700,10550,10650,41037,10650
2019-07-03,10650,10800,10450,10650,93740,10650
2019-07-04,10700,10800,10600,10700,45623,10700
2019-07-05,10750,10800,10600,10650,49203,10650
2019-07-08,10600,10750,10350,10500,51837,10500
2019-07-09,10400,10600,10350,10400,47784,10400
2019-07-10,10450,10450,10350,10450,19613,10450
2019-07-11,10500,10550,10400,10500,32324,10500
2019-07-12,10450,10550,10400,10500,16163,10500
2019-07-15,10500,10600,10400,10500,33419,10500
2019-07-16,10550,10550,10350,10450,29969,10450
2019-07-17,10500,10500,10300,10400,24913,10400
2019-07-18,10350,10400,10250,10350,30640,10350
2019-07-19,10350,10550,10300,10550,21593,10550
2019-07-22,10550,10550,10400,10450,10246,10450
2019-07-23,10450,10500,10300,10400,22479,10400
2019-07-24,10350,10450,10350,10400,11798,10400
2019-07-25,10400,10450,10200,10300,36121,10300
2019-07-26,10200,10350,10000,10100,89975,10100
2019-07-29,10050,10150,9960,9990,43855,9990
2019-07-30,9930,10100,9930,10050,27193,10050
2019-07-31,9980,10100,9950,10000,28744,10000
2019-08-01,10000,10050,9960,9960,22001,9960
2019-08-02,9950,10250,9910,10150,43684,10150
2019-08-05,10050,10050,9800,9800,44586,9800
2019-08-06,9690,9690,9290,9350,100363,9350
2019-08-07,9270,9450,9270,9320,50495,9320
2019-08-08,9330,9510,9320,9380,48324,9380
2019-08-09,9400,9460,9310,9310,34159,9310
2019-08-12,9330,9350,9240,9260,33069,9260
2019-08-13,9260,9270,9020,9210,62486,9210
2019-08-14,9230,9240,9070,9100,25897,9100
2019-08-16,9100,9100,8940,8970,42477,8970
2019-08-19,9050,9110,8970,9110,14286,9110
