Date,Open,High,Low,Close,Volume,Adj_Close
2018-01-01,7970,7970,7970,7970,0,0
2018-01-02,8300,8680,8040,8650,719561,0
2018-01-03,8900,8900,8300,8760,776876,0
2018-01-04,9000,9480,8830,9170,2012899,0
2018-01-05,9290,9400,8860,9110,1002498,0
2018-01-08,9050,9430,8780,9290,1196486,0
2018-01-09,9310,9340,8800,8920,647752,0
2018-01-10,8900,9780,8590,9170,3378999,0
2018-01-11,8490,8770,6850,7650,2545015,0
2018-01-12,8000,8230,7290,8190,1087941,0
2018-01-15,8390,8820,8270,8580,1125470,0
2018-01-16,10900,10950,8930,9030,5112068,0
2018-01-17,9200,9400,8180,8760,2060309,0
2018-01-18,8900,8900,8410,8500,991212,0
2018-01-19,8450,8560,7950,8050,773324,0
2018-01-22,8120,8300,7950,8130,498065,0
2018-01-23,8210,8460,8120,8410,710022,0
2018-01-24,8530,8890,8350,8360,1257651,0
2018-01-25,8390,8430,8150,8320,772564,0
2018-01-26,8330,8850,8320,8700,1140584,0
2018-01-29,8720,8880,8610,8730,523468,0
2018-01-30,8700,9350,8700,9320,1641174,0
2018-01-31,9500,9770,8870,9020,2624271,0
2018-02-01,9150,9410,8900,9200,1020078,0
2018-02-02,9090,9130,8710,8800,783085,0
2018-02-05,8400,8600,8150,8160,475403,0
2018-02-06,7780,8090,7400,7890,675944,0
2018-02-07,8100,8170,7840,7880,366413,0
2018-02-08,7800,8020,7760,7820,340184,0
2018-02-09,7600,7700,7500,7610,283492,0
2018-02-12,7600,8110,7500,7920,444527,0
2018-02-13,7960,8810,7950,8430,1032041,0
2018-02-14,8480,8560,8110,8450,464444,0
2018-02-19,8550,8600,8330,8420,286416,0
2018-02-20,8530,8530,8060,8140,360739,0
2018-02-21,8170,8300,7990,8000,403203,0
2018-02-22,8090,8340,7850,8210,533029,0
2018-02-23,8220,8450,8110,8200,432671,0
2018-02-26,8200,8280,7830,7860,359019,0
2018-02-27,7950,8100,7680,7970,345877,0
2018-02-28,7970,8520,7880,8320,655621,0
2018-03-02,8320,8390,7990,8180,402354,0
2018-03-05,8180,8260,7940,8010,301123,0
2018-03-06,8000,8200,7850,8000,309264,0
2018-03-08,7850,8380,7850,8200,667124,0
2018-03-09,8200,8830,8200,8630,1064221,0
2018-03-12,8700,8820,8550,8610,518716,0
2018-03-13,8630,9130,8520,8900,907339,0
2018-03-14,8910,8930,8560,8660,540046,0
2018-03-15,8560,8680,7710,8410,1642245,0
2018-03-16,8590,8590,8120,8480,551470,0
2018-03-19,8480,8480,8000,8030,666277,0
2018-03-20,8030,8180,7950,8030,279269,0
2018-03-21,7970,8040,7850,7870,476855,0
2018-09-28,430,497,321,321,10775907,0
2018-10-01,320,398,308,341,5513971,0
2018-10-02,390,450,299,299,5701748,0
2018-10-04,320,320,210,210,4437139,0
2018-10-05,192,192,150,155,4766575,0
2020-07-08,400,400,253,260,16111203,260
2020-07-09,185,185,150,155,11906821,155
