Date,Open,High,Low,Close,Volume,Adj_Close
2017-12-18,8510,8800,8450,8700,222263,0
2017-12-19,8760,8780,8110,8110,203195,0
2017-12-21,7750,7880,7480,7480,84706,0
2017-12-22,7080,7480,6730,7260,88435,0
2017-12-26,7150,7540,7150,7280,50608,0
2017-12-27,7210,7430,7200,7300,34615,0
2017-12-28,7260,7410,7250,7410,22242,0
2018-01-01,7410,7410,7410,7410,0,0
2018-01-02,7400,7760,7260,7650,42456,0
2018-01-03,7650,7850,7650,7730,42524,0
2018-01-04,7830,7830,7620,7640,37083,0
2018-01-05,7600,7680,7550,7620,23713,0
2018-01-08,7600,7620,7400,7420,51444,0
2018-01-09,7350,7400,7250,7280,28901,0
2018-01-10,7600,7600,7260,7360,21554,0
2018-01-11,7560,7560,7330,7350,35940,0
2018-01-12,7350,7450,7230,7320,36662,0
2018-01-15,7320,7320,7140,7220,36615,0
2018-01-16,7300,7300,7140,7260,20640,0
2018-01-17,7190,7400,7190,7370,46638,0
2018-01-18,7390,7460,7290,7450,27512,0
2018-01-19,7450,7580,7450,7550,19059,0
2018-01-22,7560,7750,7550,7650,63192,0
2018-01-23,7700,7770,7540,7620,30291,0
2018-01-24,7570,7670,7470,7610,38922,0
2018-01-25,7610,7780,7600,7770,68467,0
2018-01-26,7800,8200,7770,8180,136609,0
2018-01-29,8150,8230,8060,8190,73687,0
2018-01-30,8190,8190,7980,8060,66327,0
2018-01-31,7970,8080,7750,7900,49311,0
2018-02-01,7900,8070,7890,8030,32750,0
2018-02-02,8160,8180,7910,8010,41232,0
2018-02-05,7750,7970,7660,7780,40502,0
2018-02-06,7410,7570,7300,7540,85456,0
2018-02-07,7690,7690,7400,7410,33063,0
2018-02-08,7410,7500,7370,7370,48612,0
2018-02-09,7200,7240,6970,7160,39715,0
2018-02-12,7200,7240,7250,7280,18712,0
2018-02-13,7250,7500,7250,7400,20171,0
2018-02-14,7480,7480,7340,7400,17799,0
2018-02-19,7310,7540,7310,7410,42932,0
2018-02-20,7360,7740,7360,7460,15973,0
2018-02-21,7460,7590,7400,7540,22304,0
2018-02-22,7550,7590,7460,7480,17141,0
2018-02-23,7700,7710,7550,7670,36009,0
2018-02-26,7700,8010,7680,7910,62909,0
2018-02-27,7910,7940,7360,7670,34500,0
2018-02-28,7680,7740,7370,7440,34860,0
2018-03-02,7530,7530,7300,7520,16689,0
2018-03-05,7450,7530,7420,7460,17127,0
2018-03-06,7550,7550,7320,7500,18807,0
2018-03-08,7300,7440,7300,7340,16983,0
2018-03-09,7340,7610,7340,7530,28447,0
2018-03-12,7720,7990,7700,7900,97264,0
2018-03-13,8030,8130,7820,8050,91996,0
2018-03-14,8000,8320,7950,8140,136902,0
2018-03-15,8290,8350,8000,8100,97839,0
2018-03-16,8150,8160,7900,8040,45781,0
2018-03-19,7950,8080,7880,7920,25462,0
2018-03-20,7760,8150,7760,8010,43309,0
2018-03-21,7990,8140,7940,7990,27749,0
2018-03-22,7990,8130,7780,7800,39953,0
2018-03-23,7620,7780,7500,7590,42704,0
2018-03-26,7470,7720,7470,7650,26027,0
2018-03-27,7700,7940,7680,7830,34950,0
2018-03-28,7850,8000,7790,7860,41994,0
2018-03-29,7860,8040,7770,7870,18311,0
2018-03-30,7930,8180,7890,8090,66035,0
2018-04-02,8300,8750,8260,8390,295102,0
